"gene_symbol","gene_rank","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj","Name","MOA","Phase"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"vorinostat","HDAC inhibitor","Launched"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"AMG-232","MDM inhibitor","Phase 2"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"CGM097","MDM inhibitor","Phase 1"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"idasanutlin","MDM inhibitor","Phase 3"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"JNJ-26481585","HDAC inhibitor","Phase 2"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"nutlin-3","MDM inhibitor","Preclinical"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"RG7112","MDM inhibitor","Phase 1"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"RITA","MDM inhibitor","Preclinical"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"SAR405838","MDM inhibitor","Phase 1"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"serdemetan","MDM inhibitor","Phase 1"
"MDM2",4662,"MDM2 proto-oncogene",0.339755164,0.000726978,0.498231003,0.00033392,"SP-141","ubiquitin ligase inhibitor","Preclinical"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"amygdalin","caspase activator","Phase 2"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"AZ-10417808","caspase inhibitor","Preclinical"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"DBeQ","ATPase inhibitor","Preclinical"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"emricasan","caspase inhibitor","Phase 2"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"NQDI-1","caspase inhibitor","Preclinical"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"PAC-1","caspase activator","Phase 1"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"PETCM","caspase activator","Preclinical"
"CASP3",4663,"caspase 3",0.234724559,0.000338421,0.663948102,0.000555563,"sanguinarium-chloride","apoptosis stimulant","Phase 1"
"PRKAB1",4677,"protein kinase AMP-activated non-catalytic subunit beta 1",1.046393218,0.000636249,1.490061988,0.000437542,"adenosine-phosphate","adenosine receptor agonist","Launched"
"PRKAB1",4677,"protein kinase AMP-activated non-catalytic subunit beta 1",1.046393218,0.000636249,1.490061988,0.000437542,"aspirin","cyclooxygenase inhibitor","Launched"
"PRKAB1",4677,"protein kinase AMP-activated non-catalytic subunit beta 1",1.046393218,0.000636249,1.490061988,0.000437542,"metformin","insulin sensitizer","Launched"
"PRKAB1",4677,"protein kinase AMP-activated non-catalytic subunit beta 1",1.046393218,0.000636249,1.490061988,0.000437542,"ZLN024","AMPK activator","Preclinical"
"IDH3B",4693,"isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta",-0.292654881,4.99e-08,-0.24071797,0.02501,"coenzyme-I",NA,"Phase 2"
"STK10",4702,"serine/threonine kinase 10",0.802841431,0.000368587,1.658624678,0.000798882,"bosutinib","Abl kinase inhibitor, Bcr-Abl kinase inhibitor, SRC inhibitor","Launched"
"CAMK4",4716,"calcium/calmodulin dependent protein kinase IV",-0.608532998,1.81e-07,-0.65879459,0.02103198,"CaMKII-IN-1","calcium/calmodulin dependent protein kinase inhibitor","Preclinical"
"NRAS",4725,"NRAS proto-oncogene, GTPase",0.164562363,7.26e-05,0.214841012,0.002561729,"lonafarnib","farnesyltransferase inhibitor","Phase 3"
"ACVR1B",4736,"activin A receptor type 1B",0.36582411,5.47e-07,0.261384077,0.019259832,"adenosine-triphosphate","adenosine receptor agonist","Phase 2"
"ACVR1B",4736,"activin A receptor type 1B",0.36582411,5.47e-07,0.261384077,0.019259832,"EW-7197","TGF beta receptor inhibitor","Phase 2"
"PDE7A",4737,"phosphodiesterase 7A",-0.441353058,1.66e-05,-0.45205083,0.006130075,"BRL-50481","phosphodiesterase inhibitor","Preclinical"
"PDE7A",4737,"phosphodiesterase 7A",-0.441353058,1.66e-05,-0.45205083,0.006130075,"caffeine","adenosine receptor antagonist, phosphodiesterase inhibitor","Launched"
"PDE7A",4737,"phosphodiesterase 7A",-0.441353058,1.66e-05,-0.45205083,0.006130075,"dipyridamole","phosphodiesterase inhibitor","Launched"
"PDE7A",4737,"phosphodiesterase 7A",-0.441353058,1.66e-05,-0.45205083,0.006130075,"IBMX","phosphodiesterase inhibitor","Preclinical"
"PDE7A",4737,"phosphodiesterase 7A",-0.441353058,1.66e-05,-0.45205083,0.006130075,"pentoxifylline","phosphodiesterase inhibitor","Launched"
"ATP2C1",4750,"ATPase secretory pathway Ca2+ transporting 1",-0.254352995,3.49e-07,-0.147524647,0.024694795,"methoxyflurane","membrane permeability inhibitor","Launched"
"ATP2C1",4750,"ATPase secretory pathway Ca2+ transporting 1",-0.254352995,3.49e-07,-0.147524647,0.024694795,"sevoflurane","membrane integrity inhibitor","Launched"
"F12",4761,"coagulation factor XII",-0.644228687,0.004423303,-0.982684571,0.000324776,"ethanolamine-oleate","immunostimulant","Launched"
"SIRT3",4763,"sirtuin 3",-0.264903807,0.001696361,-0.490038043,0.000632901,"tenovin-6","SIRT inhibitor","Preclinical"
"BAX",4780,"BCL2 associated X, apoptosis regulator",-0.750346321,0.001758875,-1.289771288,0.000774062,"BAM7","BAX activator","Preclinical"
"BAX",4780,"BCL2 associated X, apoptosis regulator",-0.750346321,0.001758875,-1.289771288,0.000774062,"BAX-channel-blocker","cytochrome C release inhibitor","Preclinical"
"DLD",4788,"dihydrolipoamide dehydrogenase",-0.330637854,6.32e-06,-0.251527858,0.014151187,"coenzyme-I",NA,"Phase 2"
"DLD",4788,"dihydrolipoamide dehydrogenase",-0.330637854,6.32e-06,-0.251527858,0.014151187,"flavin-adenine-dinucleotide",NA,"Preclinical"
"DLD",4788,"dihydrolipoamide dehydrogenase",-0.330637854,6.32e-06,-0.251527858,0.014151187,"nadide","free radical scavenger","Launched"
"ATOX1",4789,"antioxidant 1 copper chaperone",1.053987152,0.011193358,2.107090587,0.000265455,"sucrose",NA,"Launched"
"RDH14",4794,"retinol dehydrogenase 14",0.310047318,0.000128608,0.385113488,0.005061896,"retinol","retinoid receptor ligand","Launched"
"SORD",4795,"sorbitol dehydrogenase",0.330949201,0.016152461,0.515004794,0.000225844,"coenzyme-I",NA,"Phase 2"
"SORD",4795,"sorbitol dehydrogenase",0.330949201,0.016152461,0.515004794,0.000225844,"nadide","free radical scavenger","Launched"
"POLB",4805,"DNA polymerase beta",0.260946971,0.003845995,0.44604463,0.000630056,"cytarabine","ribonucleotide reductase inhibitor","Launched"
"PLCD1",4812,"phospholipase C delta 1",-0.469140871,0.015037025,-1.540933301,0.000324776,"m-3M3FBS","phospholipase activator","Preclinical"
"FADS1",4820,"fatty acid desaturase 1",-1.359796071,2.34e-06,-1.27476699,0.028338255,"alpha-linolenic-acid","omega 3 fatty acid stimulant","Phase 3"
"FADS1",4820,"fatty acid desaturase 1",-1.359796071,2.34e-06,-1.27476699,0.028338255,"icosapent","platelet aggregation inhibitor","Launched"
"TPH2",4825,"tryptophan hydroxylase 2",0.947773686,0.000276356,0.613406506,0.004990068,"fenclonine-(+/-)","tryptophan hydroxylase inhibitor","Preclinical"
"HNMT",4857,"histamine N-methyltransferase",-0.522885168,8.1e-05,-0.834427782,0.012049499,"amodiaquine","histamine receptor agonist","Launched"
"HNMT",4857,"histamine N-methyltransferase",-0.522885168,8.1e-05,-0.834427782,0.012049499,"SKF-91488","histamine N-methyltransferase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"A-1070722","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"AR-A014418","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"AT7867","AKT inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"AZD1080","glycogen synthase kinase inhibitor","Phase 1"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"AZD2858","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"bisindolylmaleimide-IX","PKC inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"BX-795","IKK inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"BX-912","pyruvate dehydrogenase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"CDK1-5-inhibitor","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"CHIR-98014","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"CHIR-99021","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"ellagic-acid","glutathione transferase inhibitor, non-nucleoside reverse transcriptase inhibitor","Phase 2"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"enzastaurin","PKC inhibitor","Phase 3"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"GSK-3-inhibitor-IX","glycogen synthase kinase inhibitor, lipoxygenase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"indirubin-3-monoxime","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"JW-67","WNT pathway inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"kenpaullone","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"LY2090314","glycogen synthase kinase inhibitor","Phase 2"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"LY294002","DNA dependent protein kinase inhibitor, mTOR inhibitor, phosphodiesterase inhibitor, PI3K inhibitor, PLK inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"PD-98059","MEK inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"PF-573228","focal adhesion kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"RGB-286638","CDK inhibitor","Phase 1"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"SB-202190","p38 MAPK inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"SB-203580","p38 MAPK inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"SB-216763","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"SB-415286","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"TCS-2002","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"tideglusib","glycogen synthase kinase inhibitor","Phase 2"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"TWS-119","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"U-0126","MEK inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"1-azakenpaullone","glycogen synthase kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"4,5,6,7-tetrabromobenzotriazole","casein kinase inhibitor","Preclinical"
"GSK3B",4861,"glycogen synthase kinase 3 beta",0.561782979,1.73e-06,0.359761325,0.045092052,"7-hydroxystaurosporine","CDK inhibitor, CHK inhibitor, PKC inhibitor","Phase 2"
"NDUFC2",4886,"NADH:ubiquinone oxidoreductase subunit C2",-0.366960309,3.37e-06,-0.209153058,0.046910779,"coenzyme-I",NA,"Phase 2"
"PLCB3",4923,"phospholipase C beta 3",-1.017934859,4.01e-05,-0.593283259,0.032863392,"m-3M3FBS","phospholipase activator","Preclinical"
"SRD5A3",4928,"steroid 5 alpha-reductase 3",-0.37262929,0.007084731,-0.752071575,0.002858391,"dutasteride","5 alpha reductase inhibitor","Launched"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"ceritinib","ALK tyrosine kinase receptor inhibitor","Launched"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"dovitinib","EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","Phase 3"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"GSK1838705A","insulin growth factor receptor inhibitor","Preclinical"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"GSK1904529A","IGF-1 inhibitor, insulin growth factor receptor inhibitor, insulin receptor ligand","Preclinical"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"linsitinib","IGF-1 inhibitor","Phase 3"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"NVP-AEW541","IGF-1 inhibitor","Preclinical"
"INSR",4931,"insulin receptor",-0.829768191,0.002449319,-0.870732034,0.005618388,"NVP-TAE684","ALK tyrosine kinase receptor inhibitor","Preclinical"
"USP10",4938,"ubiquitin specific peptidase 10",0.252955464,2.48e-05,0.341934146,0.046887741,"spautin-1","deubiquitinase inhibitor","Preclinical"
"SRF",4942,"serum response factor",0.128526746,0.002220688,0.142410927,0.007376977,"CCG-1423","apoptosis stimulant","Preclinical"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"cloprostenol-(+/-)","prostaglandin receptor agonist","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"daltroban","thromboxane receptor antagonist","Phase 3"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"dinoprost","prostacyclin analog","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"dinoprostone","prostanoid receptor agonist","Withdrawn"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"ICI-192605","thromboxane receptor antagonist","Phase 2"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"iloprost","platelet aggregation inhibitor, prostanoid receptor agonist","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"laropiprant","prostanoid receptor antagonist","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"picotamide","thromboxane receptor antagonist, thromboxane synthase inhibitor","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"ramatroban","prostanoid receptor antagonist","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"seratrodast","prostanoid receptor antagonist","Launched"
"TBXA2R",4944,"thromboxane A2 receptor",-0.763886877,0.005589346,-1.06436541,0.004390864,"terutroban","prostanoid receptor antagonist","Phase 3"
"HIBCH",4964,"3-hydroxyisobutyryl-CoA hydrolase",-0.830090091,0.00143915,-1.352104716,0.013784988,"quercetin","polar auxin transport inhibitor","Launched"
"MAP3K11",4974,"mitogen-activated protein kinase kinase kinase 11",-0.200425066,0.003137782,-0.234373659,0.010975736,"URMC-099","mixed lineage kinase inhibitor","Preclinical"
"MGST1",4975,"microsomal glutathione S-transferase 1",-0.216021746,0.001210338,-0.470065703,0.020282676,"glutathione","antioxidant","Phase 3"
"MAP3K6",4978,"mitogen-activated protein kinase kinase kinase 6",-0.273356502,0.01888789,-0.33058854,0.004273537,"TC-ASK-10","MAP kinase inhibitor","Preclinical"
"CHEK2",5014,"checkpoint kinase 2",0.522133048,0.000789058,0.386344886,0.042581605,"AZD7762","CHK inhibitor","Phase 1"
"CHEK2",5014,"checkpoint kinase 2",0.522133048,0.000789058,0.386344886,0.042581605,"PF-477736","CHK inhibitor","Phase 1"
"CHEK2",5014,"checkpoint kinase 2",0.522133048,0.000789058,0.386344886,0.042581605,"7-hydroxystaurosporine","CDK inhibitor, CHK inhibitor, PKC inhibitor","Phase 2"
"ENOX2",5044,"ecto-NOX disulfide-thiol exchanger 2",0.628694911,0.006335244,0.398913211,0.033058299,"idronoxil","XIAP inhibitor","Phase 3"
"GLI2",5056,"GLI family zinc finger 2",-0.153742576,0.018576368,-0.460340623,0.023576431,"GANT-61","GLI antagonist","Preclinical"
"MERTK",5068,"MER proto-oncogene, tyrosine kinase",-0.263035086,0.010886469,-0.603686337,0.042756735,"BMS-777607","AXL kinase inhibitor, c-Met inhibitor, FLT3 inhibitor, hepatocyte growth factor receptor inhibitor, macrophage migration inhibiting factor inhibitor, tyrosine kinase inhibitor","Phase 1/Phase 2"
"MERTK",5068,"MER proto-oncogene, tyrosine kinase",-0.263035086,0.010886469,-0.603686337,0.042756735,"LDC1267","protein tyrosine kinase inhibitor","Preclinical"
"MERTK",5068,"MER proto-oncogene, tyrosine kinase",-0.263035086,0.010886469,-0.603686337,0.042756735,"MK-2461","FGFR inhibitor, VEGFR inhibitor","Phase 1/Phase 2"
"MERTK",5068,"MER proto-oncogene, tyrosine kinase",-0.263035086,0.010886469,-0.603686337,0.042756735,"UNC2025","FLT3 inhibitor, MER tyrosine kinase inhibitor","Preclinical"
"MERTK",5068,"MER proto-oncogene, tyrosine kinase",-0.263035086,0.010886469,-0.603686337,0.042756735,"UNC2250","MER tyrosine kinase inhibitor","Preclinical"
"BAZ2B",5072,"bromodomain adjacent to zinc finger domain 2B",-0.138839372,0.044182317,-0.464285414,0.023825086,"GSK2801","bromodomain inhibitor","Preclinical"
"DGKA",5075,"diacylglycerol kinase alpha",-0.327522505,0.048296552,-0.593148088,0.025827563,"R-59022","diacylglycerol kinase inhibitor, protein kinase inhibitor","Preclinical"
"DGKA",5075,"diacylglycerol kinase alpha",-0.327522505,0.048296552,-0.593148088,0.025827563,"vitamin-E","LDL oxidation inhibitor, PKC inhibitor","Launched"
"BLVRA",5077,"biliverdin reductase A",-0.117286296,0.030339151,-0.246916191,0.036941299,"coenzyme-I",NA,"Phase 2"
"BLVRA",5077,"biliverdin reductase A",-0.117286296,0.030339151,-0.246916191,0.036941299,"nadide","free radical scavenger","Launched"
"BRD3",5078,"bromodomain containing 3",-0.396681427,0.043815944,-1.210208646,0.038572053,"apabetalone","apolipoprotein expression enhancer","Phase 3"
"BRD3",5078,"bromodomain containing 3",-0.396681427,0.043815944,-1.210208646,0.038572053,"I-BET-762","bromodomain inhibitor","Phase 2"
